target_ID,candidate_ID,score
Gad1-F-100228,451365099,0.7242472266244057
Gad1-F-100228,514475106,0.7004754358161648
Gad1-F-100228,518930199,0.6275752773375595
Gad1-F-100228,981000564,0.6275752773375595
Gad1-F-100228,326119769,0.6273584905660378
Gad1-F-100228,1043117106,0.6212361331220285
Gad1-F-100228,5813021535,0.6117274167987322
Gad1-F-100228,298258513,0.6117274167987322
Gad1-F-100228,792692885,0.6110236220472441
Gad1-F-100228,5813047489,0.6046852122986823
Gad1-F-100228,667241165,0.6038034865293186
Gad1-F-100228,487187476,0.6006339144215531
Gad1-F-100228,5813077562,0.5965189873417721
Gad1-F-100228,456847100,0.595879556259905
Gad1-F-100228,547552266,0.595879556259905
Gad1-F-100228,548712377,0.595879556259905
Gad1-F-100228,915105429,0.5957446808510638
Gad1-F-100228,298258399,0.5944272445820433
Gad1-F-100228,5813021583,0.5942947702060222
Gad1-F-100228,543692985,0.592814371257485
Gad1-F-100228,1411737459,0.5885509838998211
Gad1-F-100228,1107081827,0.588495575221239
Gad1-F-100228,5813062858,0.5879556259904913
Gad1-F-100228,5813069497,0.5874233128834356
Gad1-F-100228,5813055913,0.5870253164556962
Gad1-F-100228,417221397,0.5832012678288431
Gad1-F-100228,296139882,0.5828125
Gad1-F-100228,1632016438,0.5816164817749604
Gad1-F-100228,1312061760,0.5816164817749604
Gad1-F-100228,859839499,0.5816164817749604
Gad1-F-100228,297251714,0.5816164817749604
Gad1-F-100228,668967527,0.5816164817749604
Gad1-F-100228,424434994,0.5816164817749604
Gad1-F-100228,416876055,0.5801886792452831
Gad1-F-100228,797442049,0.5790229885057471
Gad1-F-100228,5813021112,0.5759312320916905
Gad1-F-100228,947573616,0.575801749271137
Gad1-F-100228,422751191,0.5752773375594294
Gad1-F-100228,452971138,0.5752773375594294
Gad1-F-100228,329897255,0.5743670886075949
Gad1-F-100228,607597135,0.5734375
Gad1-F-100228,575768294,0.572107765451664
Gad1-F-100228,517086196,0.572107765451664
Gad1-F-100228,733458828,0.5718654434250765
Gad1-F-100228,979627466,0.5716486902927581
Gad1-F-100228,1352676969,0.5704697986577181
Gad1-F-100228,5813056887,0.5689922480620155
Gad1-F-100228,638148241,0.5689381933438986
Gad1-F-100228,790405385,0.5664556962025317
Gad1-F-100228,5812980746,0.5657686212361331
